budget_id,budget_flops,model_name,n_layer,n_head,n_embd,dropout,bias,mlp_ratio,num_params,tokens_per_step,target_train_tokens,actual_train_tokens,target_d_over_n,actual_d_over_n,train_steps,unclipped_train_steps,actual_compute_proxy,schedule_regime,seed,fixed_schedule_horizon_steps,run_id
0,1200000000000.0,gpt_3l_72d,3,4,72,0.1,True,4.0,217224,2048,920708.5773211063,921600,4.238521421763278,4.242625124295658,450,450,1201161830400.0,matched,1,994,b0__gpt_3l_72d__matched__seed1
0,1200000000000.0,gpt_3l_72d,3,4,72,0.1,True,4.0,217224,2048,920708.5773211063,921600,4.238521421763278,4.242625124295658,450,450,1201161830400.0,matched,2,994,b0__gpt_3l_72d__matched__seed2
0,1200000000000.0,gpt_3l_80d,3,4,80,0.1,True,4.0,264400,2048,756429.65204236,757760,2.8609290924446293,2.865960665658094,370,370,1202110464000.0,fixed,0,994,b0__gpt_3l_80d__fixed__seed0
0,1200000000000.0,gpt_3l_80d,3,4,80,0.1,True,4.0,264400,2048,756429.65204236,757760,2.8609290924446293,2.865960665658094,370,370,1202110464000.0,fixed,1,994,b0__gpt_3l_80d__fixed__seed1
0,1200000000000.0,gpt_3l_80d,3,4,80,0.1,True,4.0,264400,2048,756429.65204236,757760,2.8609290924446293,2.865960665658094,370,370,1202110464000.0,fixed,2,994,b0__gpt_3l_80d__fixed__seed2
0,1200000000000.0,gpt_3l_80d,3,4,80,0.1,True,4.0,264400,2048,756429.65204236,757760,2.8609290924446293,2.865960665658094,370,370,1202110464000.0,matched,0,994,b0__gpt_3l_80d__matched__seed0
0,1200000000000.0,gpt_3l_80d,3,4,80,0.1,True,4.0,264400,2048,756429.65204236,757760,2.8609290924446293,2.865960665658094,370,370,1202110464000.0,matched,1,994,b0__gpt_3l_80d__matched__seed1
0,1200000000000.0,gpt_3l_80d,3,4,80,0.1,True,4.0,264400,2048,756429.65204236,757760,2.8609290924446293,2.865960665658094,370,370,1202110464000.0,matched,2,994,b0__gpt_3l_80d__matched__seed2
0,1200000000000.0,gpt_4l_80d,4,4,80,0.1,True,4.0,342240,2048,584385.226741468,585728,1.7075304661683846,1.7114539504441328,286,286,1202757304320.0,fixed,0,994,b0__gpt_4l_80d__fixed__seed0
0,1200000000000.0,gpt_4l_80d,4,4,80,0.1,True,4.0,342240,2048,584385.226741468,585728,1.7075304661683846,1.7114539504441328,286,286,1202757304320.0,fixed,1,994,b0__gpt_4l_80d__fixed__seed1
0,1200000000000.0,gpt_4l_80d,4,4,80,0.1,True,4.0,342240,2048,584385.226741468,585728,1.7075304661683846,1.7114539504441328,286,286,1202757304320.0,fixed,2,994,b0__gpt_4l_80d__fixed__seed2
0,1200000000000.0,gpt_4l_80d,4,4,80,0.1,True,4.0,342240,2048,584385.226741468,585728,1.7075304661683846,1.7114539504441328,286,286,1202757304320.0,matched,0,994,b0__gpt_4l_80d__matched__seed0
0,1200000000000.0,gpt_4l_80d,4,4,80,0.1,True,4.0,342240,2048,584385.226741468,585728,1.7075304661683846,1.7114539504441328,286,286,1202757304320.0,matched,1,994,b0__gpt_4l_80d__matched__seed1
0,1200000000000.0,gpt_4l_80d,4,4,80,0.1,True,4.0,342240,2048,584385.226741468,585728,1.7075304661683846,1.7114539504441328,286,286,1202757304320.0,matched,2,994,b0__gpt_4l_80d__matched__seed2
0,1200000000000.0,gpt_4l_96d,4,4,96,0.1,True,4.0,484416,2048,412868.27850442595,413696,0.8523010769760412,0.854009776720835,202,202,1202405769216.0,fixed,0,994,b0__gpt_4l_96d__fixed__seed0
0,1200000000000.0,gpt_4l_96d,4,4,96,0.1,True,4.0,484416,2048,412868.27850442595,413696,0.8523010769760412,0.854009776720835,202,202,1202405769216.0,fixed,1,994,b0__gpt_4l_96d__fixed__seed1
0,1200000000000.0,gpt_4l_96d,4,4,96,0.1,True,4.0,484416,2048,412868.27850442595,413696,0.8523010769760412,0.854009776720835,202,202,1202405769216.0,fixed,2,994,b0__gpt_4l_96d__fixed__seed2
